Date,DDR4_Forecast,DDR4_CI_Lo_80,DDR4_CI_Hi_80,DDR4_CI_Lo_95,DDR4_CI_Hi_95,DDR5_Forecast,DDR5_CI_Lo_80,DDR5_CI_Hi_80,DDR5_CI_Lo_95,DDR5_CI_Hi_95
2026-05-01,302.2673048512078,248.8056955064831,355.72891419593253,220.4042155420981,384.13039416031756,1216.08226126159,1010.4820399541277,1421.6824825690524,901.2569223845383,1530.9076001386418
2026-06-01,306.6923714068194,231.0862384052175,382.2985044084213,190.92048024811646,422.46426256552235,1249.8201789943075,959.0575575943844,1540.5828003942306,804.5899149756754,1695.0504430129397
2026-07-01,309.35527955311574,216.75705591365343,401.95350319257807,167.56424960518908,451.1463095010424,1282.8132010474694,926.7031716955394,1638.9232303993995,737.5197186023266,1828.1066834926123
2026-08-01,310.8020243829628,203.87880569351336,417.7252430724123,147.07584576474335,474.5282030011823,1300.3532301411844,889.1527875262598,1711.553672756109,670.702552387081,1930.0039078952877
2026-09-01,311.36250795486677,191.81871527352428,430.90630063620927,128.3110754115611,494.41394049817245,1314.1739304134508,854.4378593809643,1773.9100014459373,610.2030716449558,2018.1447891819457
2026-10-01,311.1876859518306,180.23402222924608,442.1413496744151,110.66488837662305,511.71048352703815,1328.5528914708884,824.937258264308,1832.168524677469,557.3914531233122,2099.7143298184646
2026-11-01,310.29438739277833,168.84826437734992,451.7405104082068,93.70501152540356,526.883763260153,1339.6788725459633,795.7118174665748,1883.6459276253518,506.7293194556496,2172.628425636277
2026-12-01,308.62428513166026,157.41201912845642,459.83655113486407,77.0805028142544,540.1680674490661,1344.8986992703226,763.3734564704765,1926.4239420701688,454.43817123305826,2235.359227307587
2027-01-01,306.11156103953795,145.72673300536374,466.4963890737122,60.52229311220873,551.7008289668672,1348.4307739790395,731.6301100566525,1965.2314379014265,403.9547573478843,2292.9067906101945
2027-02-01,302.74588332829643,133.68543042082433,471.8063362357685,43.872064813729764,561.6197018428632,1350.640387556035,700.4754007897719,2000.8053743222981,355.0752515701947,2346.205523541875
2027-03-01,298.61580211875264,121.30370323374268,475.9279010037626,27.10665070108115,570.1249535364241,1349.43402654583,667.5352356549438,2031.3328174367161,305.27650299416064,2393.5915500974993
2027-04-01,293.9216408075673,108.7251935286427,479.1180880864919,10.339580911713995,577.5037007034207,1344.365235214866,632.1451765110061,2056.585293918726,253.7782703245805,2434.952200105152
2027-05-01,288.95457419833997,96.19600043711017,481.71314795956977,0.0,584.116140270223,1336.8728628891113,595.570722718312,2078.1750030599105,201.75396075257504,2471.9917650256475
2027-06-01,284.04740425047885,84.01237873696681,484.0824297639909,0.0,590.3510370680442,1327.2862364178354,558.0006496404118,2096.571823195259,149.31768166490565,2505.254791170765
2027-07-01,279.51002095271014,72.45409829914445,486.5659436062758,0.0,596.5644025159826,1315.8134614633116,519.5272283629506,2112.0996945636725,96.50016702838388,2535.126755898239
2027-08-01,275.56659448926547,61.72015711036656,489.41303186816435,0.0,603.0189517257045,1303.643448199649,481.24256296979956,2126.0443334294982,44.342092691442076,2562.9448037078555
2027-09-01,272.31108822164373,51.88322597783548,492.738950465452,0.0,609.8412522824751,1292.2614036429693,444.5499745419353,2139.9728327440034,0.0,2590.3195294539273
2027-10-01,269.692849000859,42.8744499960533,496.5112480056647,0.0,617.0085224769678,1282.4332710879428,410.1454068881736,2154.721135287712,0.0,2618.1240631438395
2027-11-01,267.5361344654665,34.50238197276164,500.5698869581713,0.0,624.3690679699207,1274.5219318011368,378.33134435231034,2170.7125192499634,0.0,2646.813768832152
2027-12-01,265.5885933572151,26.501007994530084,504.67617871990007,0.0,631.6914584438264,1268.6904069811192,349.21826491614615,2188.162549046092,0.0,2676.632124518109
2028-01-01,263.5862704659081,18.59439886954854,508.5781420622677,0.0,638.7300738478336,1264.6391335838075,322.4605565426888,2206.8177106249263,0.0,2707.3500796780204
2028-02-01,261.3186097330262,10.561434717005795,512.0757847490466,0.0,645.2905339763074,1261.568224569341,297.2177063256347,2225.918742813047,0.0,2738.2299556300163
2028-03-01,258.67721297542545,2.284341592964779,515.0700843578861,0.0,651.2787972798184,1258.584511654843,272.5604891084437,2244.6085342012425,0.0,2768.433796179017
2028-04-01,255.6766388120206,0.0,517.5839662571896,0.0,656.7222339624357,1254.9801706673916,247.74890425423075,2262.2114370805525,0.0,2797.303047362544
2028-05-01,252.4430363104301,0.0,519.7510830340537,0.0,661.7584828559789,1250.3168016323714,222.3156950950597,2278.317908169683,0.0,2824.44349601763
2028-06-01,249.174869101879,0.0,521.7766583787048,0.0,666.5963589320185,1244.5214373406275,196.16189689488192,2292.880977786373,0.0,2849.8219836481753
2028-07-01,246.0871461036518,0.0,523.8818170220387,0.0,671.4602359474318,1237.9612543962344,169.63116634044422,2306.2913424520248,0.0,2873.841701731663
2028-08-01,243.3545631537286,0.0,526.2468091845855,0.0,676.5333148884781,1231.3372955402492,143.4031853814722,2319.271405699026,0.0,2897.2364017208765
2028-09-01,241.06877671339913,0.0,528.9683538893839,0.0,681.9150042641257,1225.4655405546962,118.27446443068447,2332.656616678708,0.0,2920.851875869589
2028-10-01,239.22080202977406,0.0,532.0420960161211,0.0,687.6034084463681,1221.073041845001,94.95425146348657,2347.1918322265155,0.0,2945.4424396166946
2028-11-01,237.71245388724043,0.0,535.3740971763392,0.0,693.5068451736729,1218.6369180486863,73.90333286303166,2363.370503234341,0.0,2971.51022036422
2028-12-01,236.39276729386137,0.0,538.817299300269,0.0,699.4803319286731,1218.2695856633886,55.21910006369649,2381.3200712630805,0.0,2999.1906417379173
2029-01-01,235.10859857858443,0.0,542.2221626440986,0.0,705.3762435539029,1219.7007028220366,38.617351379236425,2400.784054264837,0.0,3028.2345847188244
2029-02-01,233.7549001318801,0.0,545.4869724419821,0.0,711.0946358567237,1222.3742140995907,23.529214086230013,2421.2192141129517,0.0,3058.105620370049
2029-03-01,232.31043453958426,0.0,548.5935807558798,0.0,716.6190021832867,1225.6169909091873,9.26967823130235,2441.964303587072,0.0,3088.1488134471983
2029-04-01,230.84881904251154,0.0,551.6184751108599,0.0,722.02735489717,1228.8230702054157,0.0,2462.4243980501897,0.0,3117.775103467726
2029-05-01,229.52161351097538,0.0,554.715887642508,0.0,727.4753457748849,1231.6119738792847,0.0,2482.229296269338,0.0,3146.619748789054
2029-06-01,228.51782249003,0.0,558.0773157559082,0.0,733.1557965534059,1233.920881357763,0.0,2501.3257645990043,0.0,3174.634608820914
2029-07-01,228.01061199691628,0.0,561.8782553458793,0.0,739.2454408750159,1236.0005283686605,0.0,2519.9734989040307,0.0,3202.0841395009456
2029-08-01,228.10553448889976,0.0,566.2264403038439,0.0,745.8531715180332,1238.3160387998773,0.0,2538.646012332403,0.0,3229.446310771558
2029-09-01,228.8042042402272,0.0,571.1255308076006,0.0,752.9837355465177,1241.3842555161248,0.0,2557.868015791494,0.0,3257.250013437784
2029-10-01,229.99329878380848,0.0,576.464126266548,0.0,760.5267533667534,1245.5928827971902,0.0,2578.0346046261243,0.0,3285.8942693477456
2029-11-01,231.4620964178519,0.0,582.0333131061336,0.0,768.2742719717835,1251.0496963961507,0.0,2599.260508202721,0.0,3315.497501974962
2029-12-01,232.94428966517646,0.0,587.5684874351964,0.0,775.9625925005195,1257.5040917432336,0.0,2621.3016735250058,0.0,3345.819138846572
2030-01-01,234.17352697125648,0.0,592.8049050152839,0.0,783.3278246011735,1264.3646115019596,0.0,2643.572824599419,0.0,3376.2771878074445
2030-02-01,234.9386785205041,0.0,597.5329545253607,0.0,790.1611636529408,1270.80909086692,0.0,2665.2576363777125,0.0,3406.058426180321
2030-03-01,235.12507368412915,0.0,601.6394017331347,0.0,796.3501385091689,1275.9592416312564,0.0,2685.4833446812336,0.0,3434.2930244265335
2030-04-01,234.73179983089298,0.0,605.1246943887422,0.0,801.8959196225996,1279.0753598751219,0.0,2703.515477282842,0.0,3460.2492896556932
2030-05-01,233.86151818624342,0.0,608.0927835993166,0.0,806.9031433500116,1279.721770087941,0.0,2718.9233192401775,0.0,3483.4991422273033
2030-06-01,232.6864225239065,0.0,610.717087531916,0.0,811.545878317421,1277.86109780485,0.0,2731.6742048044653,0.0,3504.012417898011
2030-07-01,231.40003437245463,0.0,613.192291182524,0.0,816.0194276128732,1273.854362297745,0.0,2742.133627657558,0.0,3522.1569873799585
2030-08-01,230.1679100464141,0.0,615.6850575688737,0.0,820.4910421901803,1268.368744960643,0.0,2750.9730253022417,0.0,3538.6065492337157
2030-09-01,229.09018442764815,0.0,618.2965753150305,0.0,825.0624704739523,1262.218554700408,0.0,2759.0107590791276,0.0,3554.181617655322
2030-10-01,228.1853003389684,0.0,621.046291506722,0.0,829.7536930645912,1256.1813935763614,0.0,2767.028293196103,0.0,3569.66570861909
2030-11-01,227.39828630230295,0.0,623.8801926423498,0.0,834.5112053854998,1250.8368488041824,0.0,2775.6088990111184,0.0,3585.6440506835525
2030-12-01,226.6301906065474,0.0,626.7002416335715,0.0,839.237456241678,1246.4678099334888,0.0,2785.0389834883363,0.0,3602.4049194393483
2031-01-01,225.77957609082185,0.0,629.4058752866172,0.0,843.8323467343833,1243.0467525660367,0.0,2795.294383292403,0.0,3619.925937115785
2031-02-01,224.78383938624512,0.0,631.9353260300024,0.0,848.2345533094983,1240.3060636001014,0.0,2806.110699593141,0.0,3637.944412464443
2031-03-01,223.64834486690813,0.0,634.2947581593531,0.0,852.4506652209645,1237.8690485888533,0.0,2817.114314245512,0.0,3656.0883616256124
2031-04-01,222.45484982202584,0.0,636.5666951291572,0.0,856.5636129485707,1235.4025526052556,0.0,2827.9750188059775,0.0,3674.029141475111
2031-05-01,221.34646547115193,0.0,638.8949825292364,0.0,860.7176322163439,1232.7472062934355,0.0,2838.5362681263796,0.0,3691.611707225131
2031-06-01,220.49287265007172,0.0,641.4500055877777,0.0,865.083482460934,1229.988364424654,0.0,2848.8861258981833,0.0,3708.925561680996
2031-07-01,220.0449459545977,0.0,644.383315000883,0.0,869.813073556722,1227.4477653230238,0.0,2859.3489305611893,0.0,3726.2964245939647
2031-08-01,220.09088861738408,0.0,647.7837633751819,0.0,874.995603090262,1225.5980886263737,0.0,2870.3998590860724,0.0,3744.2007996427874
2031-09-01,220.6256753721518,0.0,651.6469495481689,0.0,880.627001454178,1224.9239130673127,0.0,2882.5258903552976,0.0,3763.1269407895393
2031-10-01,221.542151047642,0.0,655.8663185378305,0.0,886.6010325169932,1225.7673736683216,0.0,2896.0714675717986,0.0,3783.42051745802
2031-11-01,222.64648372658866,0.0,660.2486159651933,0.0,892.724748716952,1228.2011850801123,0.0,2911.1115264567384,0.0,3805.157645313071
2031-12-01,223.69434218103729,0.0,664.5500666686538,0.0,898.7546703027,1231.9645586309664,0.0,2927.3874168330344,0.0,3828.0808102528827
2032-01-01,224.4388399158567,0.0,668.524319848751,0.0,904.4447310631012,1236.4809124982573,0.0,2944.3246170320613,0.0,3851.6165850656444
2032-02-01,224.67835812588424,0.0,671.970273055002,0.0,909.5941028610957,1240.9546822357327,0.0,2961.1295483808653,0.0,3874.972446020467
2032-03-01,224.2925694888005,0.0,674.768096942496,0.0,914.0832209022716,1244.5237711073253,0.0,2976.9420292422083,0.0,3897.289228876365
2032-04-01,223.25823465124012,0.0,676.8950326608515,0.0,917.8895816034576,1246.429737885568,0.0,2991.005466285106,0.0,3917.811321997361
2032-05-01,221.64173059064345,0.0,678.4179210626743,0.0,921.0802722509405,1246.1634623513892,0.0,3002.8125232404605,0.0,3936.0323368377794
2032-06-01,219.5713392976364,0.0,679.4654921805242,0.0,923.7842608995583,1243.5507903659757,0.0,3012.190769028715,0.0,3951.7807576932946
2032-07-01,217.1974628629152,0.0,680.1885810602269,0.0,926.1526126025485,1238.7586119676562,0.0,3019.3087587273067,0.0,3965.226024193371
2032-08-01,214.65179624144056,0.0,680.7193012268502,0.0,928.3176632503491,1232.2226295605356,0.0,3024.6038044581883,0.0,3976.8063036225662
2032-09-01,212.01636576554347,0.0,681.1400838581728,0.0,930.3620590948823,1224.518167872995,0.0,3028.652787885916,0.0,3987.0993047677807
2032-10-01,209.31031973039563,0.0,681.4704689920427,0.0,932.3055482872926,1216.2094714325551,0.0,3032.0214600841464,0.0,3996.6715790553035
2032-11-01,206.4972966310505,0.0,681.6744743495398,0.0,934.1123500124871,1207.7174082825982,0.0,3035.132147506434,0.0,4005.9462277190974
2032-12-01,203.51048576867316,0.0,681.6856564940431,0.0,935.7162159418958,1199.2393392144172,0.0,3038.1836233443632,0.0,4015.122774288397
2033-01-01,200.28767434696346,0.0,681.442158449486,0.0,937.0554781289511,1190.7399478456446,0.0,3041.141939612806,0.0,4024.1679977391095
2033-02-01,196.80592397361454,0.0,680.9213866947433,0.0,938.107726265343,1182.012196957814,0.0,3043.8013853831726,0.0,4032.876891734144
2033-03-01,193.1057182176931,0.0,680.1641591869679,0.0,938.9139559518951,1172.788594456814,0.0,3045.895754535818,0.0,4040.9839333277896
2033-04-01,189.29738041905023,0.0,679.2811236117693,0.0,939.5849871829014,1162.869675691072,0.0,3047.2268297733094,0.0,4048.291567879498
2033-05-01,185.54744939551466,0.0,678.4391335076292,0.0,940.28784069219,1152.2324956468387,0.0,3047.7728764202443,0.0,4054.7787037061157
2033-06-01,182.0481861407,0.0,677.8307553589052,0.0,941.2152452560767,1141.087934917514,0.0,3047.745949912407,0.0,4060.6580203784433
2033-07-01,178.97798962411275,0.0,677.6346847705155,0.0,942.5460540670418,1129.8699995315772,0.0,3047.581197065226,0.0,4066.3652707549772
2033-08-01,176.46299932237298,0.0,677.9773493544138,0.0,944.4068478089355,1119.1590678767443,0.0,3047.860104364157,0.0,4072.482529998095
2033-09-01,174.54990679439547,0.0,678.9057206419095,0.0,946.8447467484015,1109.5591169807371,0.0,3049.187725541999,0.0,4079.615423840169
2033-10-01,173.19708065868724,0.0,680.3784393811036,0.0,949.8185362023871,1101.5615048515801,0.0,3052.056465150369,0.0,4088.256912809101
2033-11-01,172.28632862465162,0.0,682.2775778723658,0.0,953.210429035214,1095.4315931669187,0.0,3056.732702418798,0.0,4098.673916708858
2033-12-01,171.65226259809984,0.0,684.4380053630211,0.0,956.8554312068857,1091.1484616361379,0.0,3063.1965067289366,0.0,4110.847030684486
2034-01-01,171.12172196610243,0.0,686.6868116072651,0.0,960.5807654791328,1088.4138967193696,0.0,3071.1506273913988,0.0,4124.4795155609145
2034-02-01,170.55322727563274,0.0,688.8827608065981,0.0,964.2453254949233,1086.7285590727247,0.0,3080.0966620977742,0.0,4139.073466829832
2034-03-01,169.86661002538966,0.0,690.9459216509388,0.0,967.7693059520116,1085.5156475192257,0.0,3089.458721850271,0.0,4154.053480088638
2034-04-01,169.05571024869874,0.0,692.8703651390367,0.0,971.1469005495289,1084.2601412837673,0.0,3098.722674110089,0.0,4168.905894674072
2034-05-01,168.18158788916725,0.0,694.717376180535,0.0,974.439513710324,1082.6279968199365,0.0,3107.5553404949424,0.0,4183.29799182229
2034-06-01,167.34882493598445,0.0,696.5917559471978,0.0,977.7520630469049,1080.535376257079,0.0,3115.8737260565404,0.0,4197.147224387504
2034-07-01,166.67183736057186,0.0,698.6081340156016,0.0,981.1992916135863,1078.1514601404988,0.0,3123.847832813157,0.0,4210.624030795507
2034-08-01,166.2405343990631,0.0,700.8566278463104,0.0,984.8714274901605,1075.8359772899407,0.0,3131.838190364564,0.0,4224.089366060458
2034-09-01,166.0945518819987,0.0,703.3770763014365,0.0,988.8084173992629,1074.0295627079543,0.0,3140.28621452288,0.0,4237.985060799559
2034-10-01,166.21272236132955,0.0,706.1485099511613,0.0,992.9893971082593,1073.126952569235,0.0,3149.587402992287,0.0,4252.707017279534
2034-11-01,166.52015543480266,0.0,709.0962315697348,0.0,997.3397720164174,1073.3667802681102,0.0,3159.9811320765084,0.0,4268.49500647472
2034-12-01,166.91046263739926,0.0,712.1140411910509,0.0,1001.7534422976781,1074.7664942452707,0.0,3171.485575136762,0.0,4285.367586860366
2035-01-01,167.2765764903782,0.0,715.0950553147381,0.0,1006.1236221901793,1077.1182247165425,0.0,3183.8935699245067,0.0,4303.117972066238
2035-02-01,167.54136555096645,0.0,717.9623221061868,0.0,1010.3734552761475,1080.044786162982,0.0,3196.828621649689,0.0,4321.370034252002
2035-03-01,167.67941271022352,0.0,720.6905998383788,0.0,1014.4777930002112,1083.0989139928272,0.0,3209.8441401963546,0.0,4339.6775416169785
2035-04-01,167.72382547964543,0.0,723.3131673164194,0.0,1018.4700051672053,1085.8775784585723,0.0,3222.5377545701526,0.0,4357.638473129429
2035-05-01,167.7560838900598,0.0,725.9116719086226,0.0,1022.431828043484,1088.1197239859996,0.0,3234.6490527357482,0.0,4374.992758634053
2035-06-01,167.8815748880273,0.0,728.5916640696609,0.0,1026.4688989474037,1089.7608606154054,0.0,3246.1141735454835,0.0,4391.676871039588
2035-07-01,168.1973612376624,0.0,731.4503663639584,0.0,1030.6785253373032,1090.9300987110246,0.0,3257.062841916344,0.0,4407.82086174417
2035-08-01,168.76085096171207,0.0,734.5453430234257,0.0,1035.1183544312112,1091.8911092612868,0.0,3267.759329578841,0.0,4423.689321622542
2035-09-01,169.56782060630195,0.0,737.8725233241832,0.0,1039.7843966430576,1092.9438007441645,0.0,3278.504132373003,0.0,4439.583058550823
2035-10-01,170.54578001172953,0.0,741.3595664648839,0.0,1044.604390518122,1094.3141324666901,0.0,3289.5237840014206,0.0,4455.728911379247
2035-11-01,171.5646247086247,0.0,744.8765140661674,0.0,1049.4484552873619,1096.0626380706526,0.0,3300.879379932187,0.0,4472.188274046127
2035-12-01,172.46199270694962,0.0,748.261147058919,0.0,1054.154447808403,1098.0371461106224,0.0,3312.419298358646,0.0,4488.809816740408
